image_path,caption
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10774_cn_coin_33560_p_rev.jpg,Zeus enthroned left& holding patera and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10774_cn_coin_33561_p_rev.jpg,Zeus enthroned left& holding patera and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10774_cn_coin_33562_p_rev.jpg,Zeus enthroned left& holding patera and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10774_cn_coin_33563_p_rev.jpg,Zeus enthroned left& holding patera and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_11449_BNF_Platzhalter_cn_coin_13378_o_rev.jpg,Zeus enthroned left& holding patera and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_12459_cn_coin_39891_p_rev.jpg,Zeus enthroned left& holding patera and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_19777_MK_18277712_cn_coin_42687_o_rev.jpg,Zeus enthroned left& holding patera and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_512_MK_18245860_cn_coin_5047_o_rev.jpg,Zeus (Keraunos) standing right& brandishing thunderbolt; eagle on extended left hand.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4691_BNF_41767769_cn_coin_23172_o_rev.jpg,Laureate head of Zeus& right.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4691_BNF_41767770_cn_coin_23173_o_rev.jpg,Laureate head of Zeus& right.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4691_BNF_41767771_cn_coin_23174_o_rev.jpg,Laureate head of Zeus& right.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4691_cn_coin_23173_p_rev.jpg,Laureate head of Zeus& right.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4691_cn_coin_31669_p_rev.jpg,Laureate head of Zeus& right.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4691_cn_coin_31671_p_rev.jpg,Laureate head of Zeus& right.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4691_cn_coin_31673_p_rev.jpg,Laureate head of Zeus& right.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4691_cn_coin_31674_p_rev.jpg,Laureate head of Zeus& right.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4691_cn_coin_31675_p_rev.jpg,Laureate head of Zeus& right.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4691_cn_coin_31676_p_rev.jpg,Laureate head of Zeus& right.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4691_cn_coin_31679_p_rev.jpg,Laureate head of Zeus& right.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4691_MK_18265846_cn_coin_19965_o_rev.jpg,Laureate head of Zeus& right.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4691_MK_18265850_cn_coin_19966_o_rev.jpg,Laureate head of Zeus& right.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4691_MK_18265852_cn_coin_19967_o_rev.jpg,Laureate head of Zeus& right.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4691_MK_18265871_cn_coin_19968_o_rev.jpg,Laureate head of Zeus& right.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_719_cn_coin_8463_p_rev.jpg,Zeus enthroned left& holding Nike and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_2022_cn_coin_30394_o_rev.jpg,Zeus enthroned left& holding Nike and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_2022_cn_coin_9899_p_rev.jpg,Zeus enthroned left& holding Nike and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_5131_MK_18266283_cn_coin_20066_o_rev.jpg,Zeus enthroned left& holding Nike and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_5541_cn_coin_27564_p_rev.jpg,Zeus enthroned left& holding Nike and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_5686_BNF_41767878_cn_coin_23281_o_rev.jpg,Zeus enthroned left& holding Nike and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_5686_BNF_41767879_cn_coin_23282_o_rev.jpg,Zeus enthroned left& holding Nike and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_5686_BNF_41767880_cn_coin_23283_o_rev.jpg,Zeus enthroned left& holding Nike and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_5686_cn_coin_23281_p_rev.jpg,Zeus enthroned left& holding Nike and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_5686_cn_coin_23282_p_rev.jpg,Zeus enthroned left& holding Nike and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_5686_cn_coin_23283_p_rev.jpg,Zeus enthroned left& holding Nike and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_6061_cn_coin_28291_p_rev.jpg,Zeus enthroned left& holding Nike and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_7241_BNF_41767063_cn_coin_22467_o_rev.jpg,Zeus enthroned left& holding Nike and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_7836_cn_coin_30691_p_rev.jpg,Zeus enthroned left& holding Nike and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10775_cn_coin_33564_p_rev.jpg,Zeus enthroned left& holding Nike and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10775_cn_coin_33565_p_rev.jpg,Zeus enthroned left& holding Nike and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10776_cn_coin_33566_p_rev.jpg,Zeus enthroned left& holding Nike and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_16857_BNF_41767145_cn_coin_22549_o_rev.jpg,Zeus enthroned left& holding Nike and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_16857_MK_18271443_cn_coin_41270_o_rev.jpg,Zeus enthroned left& holding Nike and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_16857_MK_18271444_cn_coin_41271_o_rev.jpg,Zeus enthroned left& holding Nike and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_1187_MK_18248943_cn_coin_6743_o_rev.jpg,The Capitoline Trias: In the middle Zeus& enthroned& holding patera and sceptre; at feet& eagle; to left& Hera& holding patera and sceptre; to right& Athena& holding shield set on the ground and spear.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4210_cn_coin_8991_p_rev.jpg,Zeus standing left& holding patera and sceptre; at his feet& altar.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_4211_MK_18243208_cn_coin_3862_o_rev.jpg,Zeus standing left& holding patera and sceptre; at his feet& altar.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_5521_cn_coin_4454_p_rev.jpg,Zeus standing left& holding patera and sceptre; at his feet& altar.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_17566_BNF_41767154_cn_coin_22558_o_rev.jpg,Zeus standing left& holding patera and sceptre; at his feet& altar.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_17566_MK_18277706_cn_coin_42529_o_rev.jpg,Zeus standing left& holding patera and sceptre; at his feet& altar.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_148_BNF_Platzhalter_cn_coin_11963_o_rev.jpg,Zeus standing left& holding patera and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_162_cn_coin_7887_p_rev.jpg,Zeus standing left& holding patera and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_717_BNF_Platzhalter_cn_coin_13377_o_rev.jpg,Zeus standing left& holding patera and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_1324_cn_coin_28780_p_rev.jpg,Zeus standing left& holding patera and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_1385_cn_coin_9063_p_rev.jpg,Zeus standing left& holding patera and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_1385_cn_coin_9064_p_rev.jpg,Zeus standing left& holding patera and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_1385_MK_18243207_cn_coin_3861_o_rev.jpg,Zeus standing left& holding patera and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_7753_cn_coin_30392_o_rev.jpg,Zeus standing left& holding patera and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_11368_cn_coin_38049_p_rev.jpg,Zeus standing left& holding patera and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_11476_cn_coin_38185_p_rev.jpg,Zeus standing left& holding patera and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_11476_cn_coin_38186_p_rev.jpg,Zeus standing left& holding patera and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_12032_cn_coin_38662_p_rev.jpg,Zeus standing left& holding patera and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_3695_BNF_41846662_cn_coin_26348_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_3695_MK_18262376_cn_coin_15649_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_3705_MK_18262377_cn_coin_15651_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_3783_MK_18264127_cn_coin_15739_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_7096_MK_18262458_cn_coin_19322_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_7204_BNF_41767025_cn_coin_22429_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10004_BNF_R 3981_cn_coin_11732_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10004_BNF_R 3982_cn_coin_11733_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10004_MK_18250349_cn_coin_10762_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10004_MK_18250350_cn_coin_10763_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10004_MK_18254093_cn_coin_10803_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10008_BNF_Platzhalter_cn_coin_11734_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10071_MK_18253750_cn_coin_10802_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10080_MK_18253732_cn_coin_10801_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10098_BNF_Platzhalter_cn_coin_12641_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10098_MK_18249945_cn_coin_6800_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10098_MK_18249946_cn_coin_6801_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10100_MK_18249942_cn_coin_6797_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10102_BNF_R 4066_cn_coin_12646_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10103_MK_18249950_cn_coin_6805_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10104_MK_18249940_cn_coin_6795_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10105_MK_18249948_cn_coin_6803_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10105_MK_18249949_cn_coin_6804_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10110_BNF_Platzhalter_cn_coin_12648_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10110_MK_18216076_cn_coin_3327_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10111_MK_18249936_cn_coin_6792_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10111_MK_18249941_cn_coin_6796_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10111_MK_18249944_cn_coin_6799_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10114_BNF_Platzhalter_cn_coin_12640_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10114_BNF_R 4056_cn_coin_12642_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10114_BNF_R 4067_cn_coin_12644_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10114_MK_18249938_cn_coin_6793_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10114_MK_18249939_cn_coin_6794_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10114_MK_18249943_cn_coin_6798_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10120_BNF_R 4058_cn_coin_12645_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10121_BNF_R 4059_cn_coin_12643_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10123_MK_18249458_cn_coin_6785_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10124_BNF_R 4065_cn_coin_12647_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10125_MK_18250018_cn_coin_6848_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10126_BNF_R 4064_cn_coin_12650_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10126_MK_18250019_cn_coin_6849_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10127_BNF_R 4057_cn_coin_12653_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10129_MK_18249459_cn_coin_6786_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10135_BNF_R 4055_cn_coin_12654_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10137_MK_18249951_cn_coin_6806_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10141_BNF_Platzhalter_cn_coin_12652_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10143_MK_18249947_cn_coin_6802_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10146_MK_18249997_cn_coin_6840_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10147_MK_18249996_cn_coin_6839_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10150_BNF_R 1823_cn_coin_12649_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10150_BNF_R 4053_cn_coin_12651_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10151_cn_coin_8157_p_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10151_MK_18249952_cn_coin_6807_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10151_MK_18249953_cn_coin_6808_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10156_MK_18249955_cn_coin_6809_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10159_MK_18249957_cn_coin_6811_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10160_BNF_R 4061_cn_coin_12671_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10162_MK_18249995_cn_coin_6838_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10167_BNF_Platzhalter_cn_coin_12665_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10169_BNF_R 1825_cn_coin_12678_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10169_MK_18249990_cn_coin_6834_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10169_MK_18249992_cn_coin_6835_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10171_cn_coin_8160_p_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10171_MK_18249984_cn_coin_6830_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10171_MK_18249985_cn_coin_8160_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10173_BNF_Platzhalter_cn_coin_12660_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10173_MK_18249988_cn_coin_6833_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10174_MK_18249986_cn_coin_6832_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10176_MK_18249970_cn_coin_6821_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10179_MK_18249993_cn_coin_6836_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10181_BNF_Platzhalter_cn_coin_12662_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10181_MK_18249998_cn_coin_6841_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10181_MK_18249999_cn_coin_6842_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10182_MK_18249979_cn_coin_6827_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10182_MK_18249981_cn_coin_6828_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10182_MK_18249982_cn_coin_6829_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10184_BNF_Platzhalter_cn_coin_12659_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10184_MK_18249974_cn_coin_6824_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10186_MK_18249972_cn_coin_6823_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10187_MK_18249994_cn_coin_6837_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10188_BNF_Platzhalter_cn_coin_12658_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10188_MK_18249971_cn_coin_6822_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10189_MK_18249977_cn_coin_6826_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10190_BNF_Platzhalter_cn_coin_12656_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10190_BNF_Platzhalter_cn_coin_12657_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10190_MK_18249976_cn_coin_6825_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10193_MK_18250022_cn_coin_6850_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10194_BNF_Platzhalter_cn_coin_12655_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10194_MK_18250025_cn_coin_6851_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10194_MK_18250027_cn_coin_6852_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10198_BNF_Platzhalter_cn_coin_12661_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
CN_dataset_obj_detection_04_23\dataset_obj_detection\Zeus\CN_type_10199_MK_18250015_cn_coin_6846_o_rev.jpg,Zeus (Aëtophoros) enthroned left& holding eagle and sceptre.
